track_id,name,album_id,media_type_id,genre_id,composer,milliseconds,bytes,unit_price
328,"Bate Lata",29,1,9,"FÃ¡bio Nolasco/Gal Sales/Ivan Brasil",206733,7034985,0.99
329,"Garotas do Brasil",29,1,9,"Garay, Ricardo Engels/Luca Predabom/Ludwig, Carlos Henrique/MaurÃ­cio Vieira",210155,6973625,0.99
330,"Levada do Amor (Ailoviu)",29,1,9,"Luiz Wanderley/Paulo Levi",190093,6457752,0.99
331,Lavadeira,29,1,9,"Do Vale, Valverde/Gal Oliveira/Luciano Pinto",214256,7254147,0.99
332,Reboladeira,29,1,9,"Cal Adan/Ferrugem/Julinho Carioca/TrÃ­ona NÃ­ Dhomhnaill",210599,7027525,0.99
333,"Ã‰ que Nessa EncarnaÃ§Ã£o Eu Nasci Manga",29,1,9,Lucina/Luli,196519,6568081,0.99
334,"Reggae Tchan",29,1,9,"Cal Adan/Del Rey, Tension/Edu Casanova",206654,6931328,0.99
335,"My Love",29,1,9,"Jauperi/Zeu GÃ³es",203493,6772813,0.99
336,"Latinha de Cerveja",29,1,9,"Adriano Bernandes/Edmar Neves",166687,5532564,0.99
337,"You Shook Me",30,1,1,"J B Lenoir/Willie Dixon",315951,10249958,0.99
338,"I Can't Quit You Baby",30,1,1,"Willie Dixon",263836,8581414,0.99
339,"Communication Breakdown",30,1,1,"Jimmy Page/John Bonham/John Paul Jones",192653,6287257,0.99
340,"Dazed and Confused",30,1,1,"Jimmy Page",401920,13035765,0.99
341,"The Girl I Love She Got Long Black Wavy Hair",30,1,1,"Jimmy Page/John Bonham/John Estes/John Paul Jones/Robert Plant",183327,5995686,0.99
342,"What is and Should Never Be",30,1,1,"Jimmy Page/Robert Plant",260675,8497116,0.99
343,"Communication Breakdown(2)",30,1,1,"Jimmy Page/John Bonham/John Paul Jones",161149,5261022,0.99
344,"Travelling Riverside Blues",30,1,1,"Jimmy Page/Robert Johnson/Robert Plant",312032,10232581,0.99
345,"Whole Lotta Love",30,1,1,"Jimmy Page/John Bonham/John Paul Jones/Robert Plant/Willie Dixon",373394,12258175,0.99
346,"Somethin' Else",30,1,1,"Bob Cochran/Sharon Sheeley",127869,4165650,0.99
347,"Communication Breakdown(3)",30,1,1,"Jimmy Page/John Bonham/John Paul Jones",185260,6041133,0.99
348,"I Can't Quit You Baby(2)",30,1,1,"Willie Dixon",380551,12377615,0.99
349,"You Shook Me(2)",30,1,1,"J B Lenoir/Willie Dixon",619467,20138673,0.99
350,"How Many More Times",30,1,1,"Chester Burnett/Jimmy Page/John Bonham/John Paul Jones/Robert Plant",711836,23092953,0.99
351,"Debra Kadabra",31,1,1,"Frank Zappa",234553,7649679,0.99
352,"Carolina Hard-Core Ecstasy",31,1,1,"Frank Zappa",359680,11731061,0.99
353,"Sam With The Showing Scalp Flat Top",31,1,1,"Don Van Vliet",171284,5572993,0.99
354,"Poofter's Froth Wyoming Plans Ahead",31,1,1,"Frank Zappa",183902,6007019,0.99
355,"200 Years Old",31,1,1,"Frank Zappa",272561,8912465,0.99
